food_code,food_name,unit_serving_energy_kcal,unit_serving_protein_g,unit_serving_fat_g,unit_serving_carb_g,unit_serving_fibre_g,Diet Type,Goal
ASC099,Radish parantha/paratha (Mooli ka parantha/paratha),183.57928466796875,3.29849624633789,9.530658721923828,20.5485782623291,4.32551383972168,Veg,Weight Loss
ASC100,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),181.3884429931641,3.795495986938477,9.641491889953612,19.188077926635746,4.7681803703308105,Veg,Weight Loss
ASC101,Dal parantha/paratha,205.7345733642578,5.196829319000244,10.011658668518066,23.033912658691406,4.957180500030518,Veg,Weight Loss
ASC102,Sprouted moong parantha/paratha,175.32427978515625,3.2918293476104736,9.530658721923828,18.64191246032715,3.4421803951263428,Veg,Weight Loss
ASC103,Pea parantha/paratha (Matar ka parantha/paratha),206.6826171875,6.062662601470947,9.534825325012209,23.311912536621094,6.07551383972168,Veg,Weight Loss
ASC104,Keema parantha/paratha,238.15760803222656,9.408495903015137,13.91399097442627,18.36191177368164,3.4421803951263428,Veg,Weight Loss
ASC105,Paneer parantha/paratha,223.59983825683597,6.788829326629639,12.432659149169922,20.684579849243164,3.4013471603393555,Veg,Weight Loss
ASC106,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),178.1224822998047,4.5620293617248535,9.944491386413574,17.598379135131836,3.615113496780396,Veg,Weight Loss
ASC107,Poori,921.3056640625,1.6920000314712524,96.92959594726562,10.267199516296388,1.8176000118255613,Veg,Maintenance
ASC108,Spinach poori (Palak poori),923.7434692382812,1.9195001125335691,97.00789642333984,10.472200393676758,2.090400218963623,Veg,Maintenance
ASC109,Methi poori,923.0264892578124,1.8895000219345093,96.9853973388672,10.375699996948242,2.097400188446045,Veg,Maintenance
ASC110,Dal stuffed poori,932.6478271484376,2.4651825428009038,97.0290985107422,12.041372299194336,2.3334317207336426,Veg,Maintenance
ASC111,Potato stuffed poori (Aloo ki poori),925.8718872070312,1.8135000467300413,96.97279357910156,11.20580005645752,1.9550001621246336,Veg,Maintenance
ASC112,Tandoori parantha/paratha,164.42266845703125,2.827666997909546,9.19200038909912,17.11199951171875,3.0293333530426025,Veg,Weight Loss
ASC113,Boiled rice (Uble chawal),351.5690002441406,7.809999942779541,0.550000011920929,77.16000366210938,3.740000009536743,Veg,Maintenance
ASC114,Plain pulao,431.7001647949219,7.200700283050537,14.23134994506836,67.17179870605469,5.189650058746338,Veg,Maintenance
ASC115,Mixed vegetable pulao,495.6087646484375,11.936699867248535,14.588349342346191,76.6758041381836,11.693650245666504,Veg,Maintenance
ASC116,Mushroom pulao,445.4426574707031,9.04069995880127,14.441349983215332,68.16180419921875,6.744649887084961,Veg,Maintenance
ASC117,Sprouted moong pulao,460.8106384277344,8.925700187683105,14.716349601745604,71.3468017578125,7.279650211334228,Veg,Maintenance
ASC118,Paneer pulao,4875.8408203125,16.630701065063477,501.1413269042969,73.37680053710938,5.189650058746338,Veg,Maintenance
ASC119,Peanut pulao ,691.732177734375,19.02569961547852,34.046348571777344,75.80680084228516,10.379650115966797,Veg,Maintenance
ASC120,Navratan pulao,479.1868896484375,11.349349975585938,17.308673858642578,67.70862579345703,6.988399982452393,Veg,Maintenance
ASC121,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),620.7001342773438,17.450700759887695,17.25135040283203,98.67179870605467,11.289649963378906,Veg,Muscle Gain
ASC122,Mutton biryani/biriyani,396.4344482421875,15.329362869262695,16.052642822265625,46.7481689453125,5.018989086151123,Non-Veg,Muscle Gain
ASC123,Vegetable biryani/biriyani,526.548095703125,9.531087875366213,28.672691345214844,55.96224212646485,9.977289199829102,Veg,Maintenance
ASC124,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",562.6882934570312,13.58415412902832,25.14919090270996,69.00963592529297,8.050490379333496,Veg,Maintenance
ASC125,Sweet rice (Meethe chawal),749.1326904296875,7.289125442504883,15.877700805664062,148.12066650390625,3.9320881366729736,Veg,Maintenance
ASC126,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),423.1051635742188,12.436190605163574,9.33082103729248,71.18245697021484,4.612436294555664,Veg,Maintenance
ASC127,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),476.8552551269531,9.5274019241333,10.907444953918455,83.19354248046875,6.542069911956787,Veg,Maintenance
ASC128,Spanish rice,357.2238464355469,9.112299919128418,4.856200218200684,67.63829803466797,6.041900157928467,Veg,Maintenance
ASC129,Chinese fried rice,423.648193359375,14.235087394714355,19.093475341796875,47.08414077758789,8.12584114074707,Veg,Maintenance
ASC133,Macroni cheese pie,408.6529541015625,14.013099670410156,17.923200607299805,50.52259826660156,0.9558000564575196,Veg,Maintenance
ASC134,Vegetable chowmein,388.5968627929688,9.187963485717772,19.04972648620605,46.26813888549805,5.582215785980225,Veg,Maintenance
ASC135,Chicken chowmein,521.04150390625,21.798555374145508,28.35235977172852,45.79692840576172,5.663684844970703,Non-Veg,Maintenance
ASC136,Cheese noodle ring,531.3351440429688,24.741600036621094,24.316200256347656,55.47309875488281,5.043799877166748,Veg,Muscle Gain
ASC137,Spaghetti and cheese balls in tomato sauce,4908.3828125,23.258588790893555,502.8900451660156,75.46339416503906,5.722071170806885,Veg,Maintenance
ASC138,Penne platter,463.902587890625,13.181600570678713,22.77569961547852,54.58060073852539,2.854300022125244,Veg,Maintenance
ASC139,Pasta hot pot,1040.7125244140625,48.53448486328125,53.76277542114258,96.45956420898438,6.684634208679199,Veg,Maintenance
ASC140,Chicken lasagne,964.6439208984376,53.77770233154297,53.30939865112305,71.5271987915039,0.5441000461578369,Non-Veg,Maintenance
ASC141,Fettuccine with spinach sauce,458.8518371582031,11.02172565460205,27.80078125,43.28779220581055,2.746061086654663,Veg,Maintenance
ASC142,Naan,152.2957305908203,4.281033039093018,2.6518666744232178,27.515981674194336,1.0150500535964966,Veg,Maintenance
ASC143,Bhatura,1154.6060791015625,2.3732500076293945,120.18199920654295,15.624625205993652,0.5519999861717224,Veg,Maintenance
ASC144,Idli,34.46977615356445,1.16225004196167,0.0834999978542327,7.062000274658203,0.5787500143051147,Veg,Maintenance
ASC146,Masala dosa,345.0764465332031,6.893213272094727,16.43848419189453,41.02428436279297,5.289322376251221,Veg,Maintenance
ASC147,Semolina dosa (Suji/Rava dosa),166.69029235839844,5.359456539154053,5.224700450897217,24.11009407043457,2.969245672225952,Veg,Weight Loss
ASC148,Onion tomato uttapam,644.3204345703125,2.658409357070923,63.17839431762695,15.780997276306152,1.7603976726531982,Veg,Maintenance
ASC149,Paneer kaathi roll,424.15228271484375,10.259506225585938,29.006113052368164,29.820480346679688,3.5664796829223637,Veg,Maintenance
ASC150,Makki ki roti,224.37310791015625,2.968600034713745,14.321999549865724,20.56319999694824,4.413000106811523,Veg,Weight Loss
ASC151,Washed moong dal (Dhuli moong ki dal),138.50746154785156,7.417349815368652,4.656350135803223,16.362199783325195,3.243650197982788,Veg,Weight Loss
ASC152,Washed urad dal (Dhuli urad ki dal),181.51795959472656,7.432350158691406,8.820850372314453,17.28969955444336,4.524650096893311,Veg,Weight Loss
ASC153,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),204.2539520263672,7.778188228607178,10.045326232910156,19.79983711242676,7.586491107940674,Veg,Weight Loss
ASC154,Dry washed urad,178.5877685546875,9.80875015258789,5.007850170135498,22.428298950195312,5.810849666595459,Veg,Weight Loss
ASC155,Mixed dal,184.4406890869141,7.46242618560791,9.24335479736328,17.253101348876953,4.813687801361084,Veg,Weight Loss
ASC156,Whole moong (Moong ki dal),183.8264617919922,7.700376033782959,8.778904914855957,17.865001678466797,6.905188083648682,Veg,Weight Loss
ASC157,Whole masoor (Masoor ki dal),185.0453643798828,7.802376270294189,8.619905471801758,18.399002075195312,6.7911882400512695,Veg,Weight Loss
ASC158,Whole moth (Moth ki dal),188.2718505859375,6.8663763999938965,8.96490478515625,19.65300178527832,6.329187870025635,Veg,Weight Loss
ASC159,Whole urad (Urad ki dal),182.54302978515625,7.509575843811035,8.90340518951416,17.12700080871582,7.868788242340088,Veg,Weight Loss
ASC160,Moti mahal dal (Urad rajmah mix dal),295.71942138671875,11.267874717712402,16.21875,25.055500030517575,9.692874908447266,Veg,Maintenance
ASC161,Black channa curry/Bengal gram curry (Kale chane ki curry),168.69940185546875,6.794949054718018,7.926845073699951,16.926048278808594,9.580886840820312,Veg,Weight Loss
ASC162,Chickpeas curry (Safed channa curry),195.9877014160156,7.313949108123779,8.20584487915039,23.95804786682129,5.674887180328369,Veg,Weight Loss
ASC163,Lobia curry,178.66571044921875,7.27194881439209,6.738844871520996,21.444047927856445,5.476886749267578,Veg,Weight Loss
ASC164,Soyabean curry,195.802001953125,12.503949165344238,12.219844818115234,8.106049537658691,8.803887367248535,Veg,Weight Loss
ASC165,Kidney bean curry (Rajmah curry),172.35610961914062,7.136949062347412,6.924844741821289,19.641048431396484,6.985887050628662,Veg,Weight Loss
ASC167,Sambar,249.32276916503903,8.618037223815918,11.274487495422363,27.18551254272461,9.05931282043457,Veg,Weight Loss
ASC168,Besan kadhi with pakodies,2366.792724609375,9.648531913757324,249.90286254882807,20.91172790527344,4.7627949714660645,Veg,Maintenance
ASC169,Khatta channa,318.1502380371094,9.887788772583008,16.585180282592773,33.2034912109375,8.26185417175293,Veg,Maintenance
ASC170,Sprouted moong dal chat,83.29520416259766,3.461999893188477,0.824999988079071,15.402999877929688,3.450000047683716,Veg,Weight Loss
ASC171,Potato cauliflower (Aloo gobhi),186.6069183349609,3.3349881172180176,14.280903816223145,10.528312683105469,5.304596900939941,Veg,Weight Loss
ASC172,Potato capsicum (Shimla mirch aloo),189.2359313964844,2.124988079071045,14.068404197692873,13.140812873840332,3.052097082138061,Veg,Weight Loss
ASC173,Cabbage and peas (Pattagobhi aur matar),106.20539093017578,5.385387897491455,4.397229194641113,10.366362571716309,6.626047134399414,Veg,Weight Loss
ASC174,Carrot and fenugreek leaves (Gajar methi),118.10655975341795,3.996438026428223,7.2615790367126465,7.95616340637207,8.447946548461914,Veg,Weight Loss
ASC175,Potato fenugreek (Aloo methi),276.03857421875,4.586438179016113,20.508079528808597,17.29616355895996,5.977946758270264,Veg,Maintenance
ASC177,Brinjal bhartha (Baingan ka bhartha),212.1665954589844,4.495488166809082,14.598976135253906,14.328238487243652,10.66904067993164,Veg,Weight Loss
ASC178,Dry potato (Sookhe aloo),109.07640075683594,1.7131749391555786,4.422524929046631,15.204999923706056,1.9848999977111816,Veg,Maintenance
ASC179,Beans with coconut (Nariyal aur sem/phali; Beans thoran),196.84153747558597,3.916139841079712,17.03790283203125,6.570097923278809,8.351897239685059,Veg,Weight Loss
ASC180,Cauliflower with coconut (Nariyal ke saath phoolgobhi),197.5585479736328,3.9461400508880615,17.28790283203125,5.97009801864624,7.88189697265625,Veg,Weight Loss
ASC181,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),212.73504638671875,3.6311399936676025,17.202903747558594,9.96509838104248,9.021897315979004,Veg,Weight Loss
ASC182,Raw turnip with coconut ,197.6145477294922,2.696140050888061,17.147903442382812,8.640097618103027,4.171896934509277,Veg,Weight Loss
ASC183,Raw papaya with coconut (Papaya thoran),198.51454162597656,2.29613995552063,17.077903747558594,8.34009838104248,6.451897144317627,Veg,Weight Loss
ASC184,Stuffed okra (Bharwa bhindi),104.24584197998048,2.297950029373169,8.458925247192383,4.2589497566223145,4.581500053405762,Veg,Weight Loss
ASC185,Stuffed round gourd (Bharwa tinde),180.71798706054688,2.7393500804901123,14.26742458343506,9.981050491333008,5.222700119018555,Veg,Weight Loss
ASC186,Stuffed capsicum (Bharwa shimla mirch),114.1301040649414,1.6782499551773071,7.158999919891357,10.361249923706056,2.5234999656677246,Veg,Weight Loss
ASC187,Stuffed brinjal (Bharwa baingan),51.49741744995117,0.8489750027656555,4.2794623374938965,2.191974878311157,2.265749931335449,Veg,Maintenance
ASC189,Stuffed tomatoes (Bharwa tamatar),126.48592376708984,4.4469499588012695,8.211000442504883,8.387550354003906,2.978100061416626,Veg,Weight Loss
ASC190,Pea potato curry (Aloo matar),279.8896179199219,9.659012794494627,14.218300819396973,27.0092887878418,10.005866050720217,Veg,Maintenance
ASC191,Pea paneer curry (Matar paneer),373.9361267089844,18.31901359558105,21.49330139160156,25.769289016723636,9.150866508483888,Veg,Muscle Gain
ASC192,Pea mushroom curry (Matar mushroom),258.7381286621094,10.729013442993164,14.31330108642578,20.554288864135746,10.705865859985352,Veg,Maintenance
ASC193,Pea curry (Matar ki sabzi),285.6256408691406,12.514013290405272,14.16830062866211,25.50428771972656,12.31086540222168,Veg,Maintenance
ASC194,Pea vadi curry,292.9256286621094,13.324012756347656,14.588300704956056,25.57428741455078,12.31086540222168,Veg,Maintenance
ASC195,Paneer curry,357.1463928222656,15.784013748168944,25.058300018310547,16.991788864135742,2.8308660984039307,Veg,Maintenance
ASC196,Lotus stem curry (Kamal kakdi curry),223.2466278076172,3.094012975692749,14.670801162719728,18.68678855895996,6.355865955352783,Veg,Weight Loss
ASC197,Gravy for kofta,174.87840270996094,2.434575080871582,14.41189956665039,8.78219985961914,2.7254750728607178,Veg,Weight Loss
ASC198,Pea kofta curry (Matar kofta curry),4649.16357421875,15.691325187683104,494.7781372070313,32.5281982421875,13.302474975585938,Veg,Maintenance
ASC199,Spinach kofta curry (Palak kofta curry),4609.4873046875,8.75373649597168,495.7291564941406,28.73906135559082,7.448133945465088,Veg,Maintenance
ASC200,Paneer kofta curry,4703.08447265625,16.721324920654297,505.16314697265625,22.915700912475582,2.8124749660491943,Veg,Maintenance
ASC201,Lotus stem kofta curry (Kamal kakdi kofta curry),4632.43115234375,6.99873685836792,495.4666748046875,36.66656112670898,7.403134346008301,Veg,Maintenance
ASC202,Raw banana kofta curry (Kela kofta curry),4561.330078125,4.520737171173096,494.3251647949219,24.75606155395508,4.297133922576904,Veg,Maintenance
ASC203,Cauliflower kofta curry (Phoolgobhi kofta curry),4559.30810546875,7.376236915588379,495.1411743164063,18.608562469482425,7.088634014129639,Veg,Maintenance
ASC204,Cabbage kofta curry (Pattagobhi kofta curry),4562.95263671875,6.957736968994141,494.9431762695313,20.497562408447266,6.434134006500244,Veg,Maintenance
ASC205,Ghiya/Lauki Kofta Curry,4555.0654296875,6.3352370262146,494.9506530761719,19.3200626373291,5.954133987426758,Veg,Maintenance
ASC206,Spinach paneer kofta curry (Palak paneer kofta curry),4620.94189453125,10.880325317382812,498.7351379394531,22.439699172973636,5.6854753494262695,Veg,Maintenance
ASC207,Vegetarian egg kofta curry,4649.0771484375,9.836625099182127,498.2622985839844,31.57379913330078,4.72237491607666,Veg + Egg,Maintenance
ASC208,Baked vegetables,269.18524169921875,11.101499557495115,13.421250343322754,25.52050018310547,7.065500259399414,Veg,Maintenance
ASC209,Cauliflower musallam (Phoolgobhi musallam),127.05198669433594,4.086774826049805,7.660077571868896,9.685315132141112,6.604744911193848,Veg,Weight Loss
ASC210,Baked vegetables with spinach ,329.47320556640625,13.627531051635742,17.05747413635254,29.347755432128903,9.85042953491211,Veg,Maintenance
ASC211,Baked potato with skin ,106.41197967529295,2.685425043106079,6.664725303649902,8.707425117492676,0.9379000067710876,Veg,Maintenance
ASC212,Shepherd's pie (vegetarian),367.1124877929688,13.643169403076172,19.77073860168457,32.57231903076172,6.032920837402344,Veg,Maintenance
